,City,Cause_Category,Cause_Subcategory,Incident_Outcome,Accident_Count
3387,Dhanbad,Traffic Violation,Use of Mobile Phone,Total number of Accidents,2.0
3388,Dhanbad,Traffic Violation,Use of Mobile Phone,Persons Killed,3.0
3389,Dhanbad,Traffic Violation,Use of Mobile Phone,Total Injured,1.0
3390,Faridabad,Traffic Violation,Driving on Wrong side,Greviously Injured,0.0
3391,Faridabad,Traffic Violation,Driving on Wrong side,Minor Injury,0.0
3392,Faridabad,Traffic Violation,Driving on Wrong side,Total number of Accidents,0.0
3393,Faridabad,Traffic Violation,Driving on Wrong side,Persons Killed,0.0
3394,Faridabad,Traffic Violation,Driving on Wrong side,Total Injured,0.0
3395,Faridabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,0.0
3396,Faridabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,1.0
3397,Faridabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,1.0
3398,Faridabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,0.0
3399,Faridabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,1.0
3400,Faridabad,Traffic Violation,Jumping Red Light,Greviously Injured,0.0
3401,Faridabad,Traffic Violation,Jumping Red Light,Minor Injury,0.0
3402,Faridabad,Traffic Violation,Jumping Red Light,Total number of Accidents,0.0
3403,Faridabad,Traffic Violation,Jumping Red Light,Persons Killed,0.0
3404,Faridabad,Traffic Violation,Jumping Red Light,Total Injured,0.0
3405,Faridabad,Traffic Violation,Others,Greviously Injured,0.0
3406,Faridabad,Traffic Violation,Others,Minor Injury,0.0
3407,Faridabad,Traffic Violation,Others,Total number of Accidents,0.0
3408,Faridabad,Traffic Violation,Others,Persons Killed,0.0
3409,Faridabad,Traffic Violation,Others,Total Injured,0.0
3410,Faridabad,Traffic Violation,Over,Greviously Injured,65.0
3411,Faridabad,Traffic Violation,Over,Minor Injury,355.0
3412,Faridabad,Traffic Violation,Over,Total number of Accidents,488.0
3413,Faridabad,Traffic Violation,Over,Persons Killed,195.0
3414,Faridabad,Traffic Violation,Over,Total Injured,420.0
3415,Faridabad,Traffic Violation,Use of Mobile Phone,Greviously Injured,0.0
3416,Faridabad,Traffic Violation,Use of Mobile Phone,Minor Injury,0.0
3417,Faridabad,Traffic Violation,Use of Mobile Phone,Total number of Accidents,0.0
3418,Faridabad,Traffic Violation,Use of Mobile Phone,Persons Killed,0.0
3419,Faridabad,Traffic Violation,Use of Mobile Phone,Total Injured,0.0
3420,Ghaziabad,Traffic Violation,Driving on Wrong side,Greviously Injured,27.0
3421,Ghaziabad,Traffic Violation,Driving on Wrong side,Minor Injury,13.0
3422,Ghaziabad,Traffic Violation,Driving on Wrong side,Total number of Accidents,67.0
3423,Ghaziabad,Traffic Violation,Driving on Wrong side,Persons Killed,29.0
3424,Ghaziabad,Traffic Violation,Driving on Wrong side,Total Injured,40.0
3425,Ghaziabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,3.0
3426,Ghaziabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,1.0
3427,Ghaziabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,7.0
3428,Ghaziabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,4.0
3429,Ghaziabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,4.0
3430,Ghaziabad,Traffic Violation,Jumping Red Light,Greviously Injured,3.0
3431,Ghaziabad,Traffic Violation,Jumping Red Light,Minor Injury,2.0
3432,Ghaziabad,Traffic Violation,Jumping Red Light,Total number of Accidents,8.0
3433,Ghaziabad,Traffic Violation,Jumping Red Light,Persons Killed,4.0
3434,Ghaziabad,Traffic Violation,Jumping Red Light,Total Injured,5.0
3435,Ghaziabad,Traffic Violation,Others,Greviously Injured,114.0
3436,Ghaziabad,Traffic Violation,Others,Minor Injury,71.0
3437,Ghaziabad,Traffic Violation,Others,Total number of Accidents,271.0
3438,Ghaziabad,Traffic Violation,Others,Persons Killed,135.0
3439,Ghaziabad,Traffic Violation,Others,Total Injured,185.0
3440,Ghaziabad,Traffic Violation,Over,Greviously Injured,148.0
3441,Ghaziabad,Traffic Violation,Over,Minor Injury,81.0
3442,Ghaziabad,Traffic Violation,Over,Total number of Accidents,351.0
3443,Ghaziabad,Traffic Violation,Over,Persons Killed,152.0
3444,Ghaziabad,Traffic Violation,Over,Total Injured,229.0
3445,Ghaziabad,Traffic Violation,Use of Mobile Phone,Greviously Injured,2.0
3446,Ghaziabad,Traffic Violation,Use of Mobile Phone,Minor Injury,0.0
3447,Ghaziabad,Traffic Violation,Use of Mobile Phone,Total number of Accidents,4.0
3448,Ghaziabad,Traffic Violation,Use of Mobile Phone,Persons Killed,2.0
3449,Ghaziabad,Traffic Violation,Use of Mobile Phone,Total Injured,2.0
3450,Gwalior,Traffic Violation,Driving on Wrong side,Greviously Injured,9.0
3451,Gwalior,Traffic Violation,Driving on Wrong side,Minor Injury,93.0
3452,Gwalior,Traffic Violation,Driving on Wrong side,Total number of Accidents,161.0
3453,Gwalior,Traffic Violation,Driving on Wrong side,Persons Killed,17.0
3454,Gwalior,Traffic Violation,Driving on Wrong side,Total Injured,102.0
3455,Gwalior,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,0.0
3456,Gwalior,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,0.0
3457,Gwalior,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,0.0
3458,Gwalior,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,0.0
3459,Gwalior,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,0.0
3460,Gwalior,Traffic Violation,Jumping Red Light,Greviously Injured,0.0
3461,Gwalior,Traffic Violation,Jumping Red Light,Minor Injury,0.0
3462,Gwalior,Traffic Violation,Jumping Red Light,Total number of Accidents,0.0
3463,Gwalior,Traffic Violation,Jumping Red Light,Persons Killed,0.0
3464,Gwalior,Traffic Violation,Jumping Red Light,Total Injured,0.0
3465,Gwalior,Traffic Violation,Others,Greviously Injured,11.0
3466,Gwalior,Traffic Violation,Others,Minor Injury,228.0
3467,Gwalior,Traffic Violation,Others,Total number of Accidents,346.0
3468,Gwalior,Traffic Violation,Others,Persons Killed,57.0
3469,Gwalior,Traffic Violation,Others,Total Injured,239.0
3470,Gwalior,Traffic Violation,Over,Greviously Injured,75.0
3471,Gwalior,Traffic Violation,Over,Minor Injury,913.0
3472,Gwalior,Traffic Violation,Over,Total number of Accidents,1292.0
3473,Gwalior,Traffic Violation,Over,Persons Killed,242.0
3474,Gwalior,Traffic Violation,Over,Total Injured,988.0
3475,Gwalior,Traffic Violation,Use of Mobile Phone,Greviously Injured,0.0
3476,Gwalior,Traffic Violation,Use of Mobile Phone,Minor Injury,0.0
3477,Gwalior,Traffic Violation,Use of Mobile Phone,Total number of Accidents,0.0
3478,Gwalior,Traffic Violation,Use of Mobile Phone,Persons Killed,0.0
3479,Gwalior,Traffic Violation,Use of Mobile Phone,Total Injured,0.0
3480,Hyderabad,Traffic Violation,Driving on Wrong side,Greviously Injured,2.0
3481,Hyderabad,Traffic Violation,Driving on Wrong side,Minor Injury,54.0
3482,Hyderabad,Traffic Violation,Driving on Wrong side,Total number of Accidents,55.0
3483,Hyderabad,Traffic Violation,Driving on Wrong side,Persons Killed,4.0
3484,Hyderabad,Traffic Violation,Driving on Wrong side,Total Injured,56.0
3485,Hyderabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,0.0
3486,Hyderabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,44.0
3487,Hyderabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,37.0
3488,Hyderabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,3.0
3489,Hyderabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,44.0
3490,Hyderabad,Traffic Violation,Jumping Red Light,Greviously Injured,0.0
3491,Hyderabad,Traffic Violation,Jumping Red Light,Minor Injury,70.0
3492,Hyderabad,Traffic Violation,Jumping Red Light,Total number of Accidents,68.0
3493,Hyderabad,Traffic Violation,Jumping Red Light,Persons Killed,4.0
3494,Hyderabad,Traffic Violation,Jumping Red Light,Total Injured,70.0
3495,Hyderabad,Traffic Violation,Others,Greviously Injured,4.0
3496,Hyderabad,Traffic Violation,Others,Minor Injury,99.0
3497,Hyderabad,Traffic Violation,Others,Total number of Accidents,108.0
3498,Hyderabad,Traffic Violation,Others,Persons Killed,10.0
3499,Hyderabad,Traffic Violation,Others,Total Injured,103.0
3500,Hyderabad,Traffic Violation,Over,Greviously Injured,91.0
3501,Hyderabad,Traffic Violation,Over,Minor Injury,1516.0
3502,Hyderabad,Traffic Violation,Over,Total number of Accidents,1785.0
3503,Hyderabad,Traffic Violation,Over,Persons Killed,233.0
3504,Hyderabad,Traffic Violation,Over,Total Injured,1607.0
3505,Hyderabad,Traffic Violation,Use of Mobile Phone,Greviously Injured,0.0
3506,Hyderabad,Traffic Violation,Use of Mobile Phone,Minor Injury,12.0
3507,Hyderabad,Traffic Violation,Use of Mobile Phone,Total number of Accidents,11.0
3508,Hyderabad,Traffic Violation,Use of Mobile Phone,Persons Killed,0.0
3509,Hyderabad,Traffic Violation,Use of Mobile Phone,Total Injured,12.0
3510,Indore,Traffic Violation,Driving on Wrong side,Greviously Injured,0.0
3511,Indore,Traffic Violation,Driving on Wrong side,Minor Injury,0.0
3512,Indore,Traffic Violation,Driving on Wrong side,Total number of Accidents,0.0
3513,Indore,Traffic Violation,Driving on Wrong side,Persons Killed,0.0
3514,Indore,Traffic Violation,Driving on Wrong side,Total Injured,0.0
3515,Indore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,0.0
3516,Indore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,3.0
3517,Indore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,4.0
3518,Indore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,0.0
3519,Indore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,3.0
3520,Indore,Traffic Violation,Jumping Red Light,Greviously Injured,0.0
3521,Indore,Traffic Violation,Jumping Red Light,Minor Injury,0.0
3522,Indore,Traffic Violation,Jumping Red Light,Total number of Accidents,0.0
3523,Indore,Traffic Violation,Jumping Red Light,Persons Killed,0.0
3524,Indore,Traffic Violation,Jumping Red Light,Total Injured,0.0
3525,Indore,Traffic Violation,Others,Greviously Injured,0.0
3526,Indore,Traffic Violation,Others,Minor Injury,0.0
3527,Indore,Traffic Violation,Others,Total number of Accidents,0.0
3528,Indore,Traffic Violation,Others,Persons Killed,0.0
3529,Indore,Traffic Violation,Others,Total Injured,0.0
3530,Indore,Traffic Violation,Over,Greviously Injured,222.0
3531,Indore,Traffic Violation,Over,Minor Injury,2423.0
3532,Indore,Traffic Violation,Over,Total number of Accidents,3032.0
3533,Indore,Traffic Violation,Over,Persons Killed,459.0
3534,Indore,Traffic Violation,Over,Total Injured,2645.0
3535,Indore,Traffic Violation,Use of Mobile Phone,Greviously Injured,0.0
3536,Indore,Traffic Violation,Use of Mobile Phone,Minor Injury,0.0
3537,Indore,Traffic Violation,Use of Mobile Phone,Total number of Accidents,0.0
3538,Indore,Traffic Violation,Use of Mobile Phone,Persons Killed,0.0
3539,Indore,Traffic Violation,Use of Mobile Phone,Total Injured,0.0
3540,Jabalpur,Traffic Violation,Driving on Wrong side,Greviously Injured,8.0
3541,Jabalpur,Traffic Violation,Driving on Wrong side,Minor Injury,54.0
3542,Jabalpur,Traffic Violation,Driving on Wrong side,Total number of Accidents,65.0
3543,Jabalpur,Traffic Violation,Driving on Wrong side,Persons Killed,4.0
3544,Jabalpur,Traffic Violation,Driving on Wrong side,Total Injured,62.0
3545,Jabalpur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,34.0
3546,Jabalpur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,124.0
3547,Jabalpur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,170.0
3548,Jabalpur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,27.0
3549,Jabalpur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,158.0
3550,Jabalpur,Traffic Violation,Jumping Red Light,Greviously Injured,0.0
3551,Jabalpur,Traffic Violation,Jumping Red Light,Minor Injury,0.0
3552,Jabalpur,Traffic Violation,Jumping Red Light,Total number of Accidents,0.0
3553,Jabalpur,Traffic Violation,Jumping Red Light,Persons Killed,0.0
3554,Jabalpur,Traffic Violation,Jumping Red Light,Total Injured,0.0
3555,Jabalpur,Traffic Violation,Others,Greviously Injured,12.0
3556,Jabalpur,Traffic Violation,Others,Minor Injury,154.0
3557,Jabalpur,Traffic Violation,Others,Total number of Accidents,167.0
3558,Jabalpur,Traffic Violation,Others,Persons Killed,7.0
3559,Jabalpur,Traffic Violation,Others,Total Injured,166.0
3560,Jabalpur,Traffic Violation,Over,Greviously Injured,430.0
3561,Jabalpur,Traffic Violation,Over,Minor Injury,2371.0
3562,Jabalpur,Traffic Violation,Over,Total number of Accidents,2753.0
3563,Jabalpur,Traffic Violation,Over,Persons Killed,382.0
3564,Jabalpur,Traffic Violation,Over,Total Injured,2801.0
3565,Jabalpur,Traffic Violation,Use of Mobile Phone,Greviously Injured,6.0
3566,Jabalpur,Traffic Violation,Use of Mobile Phone,Minor Injury,64.0
3567,Jabalpur,Traffic Violation,Use of Mobile Phone,Total number of Accidents,71.0
3568,Jabalpur,Traffic Violation,Use of Mobile Phone,Persons Killed,2.0
3569,Jabalpur,Traffic Violation,Use of Mobile Phone,Total Injured,70.0
3570,Jaipur,Traffic Violation,Driving on Wrong side,Greviously Injured,25.0
3571,Jaipur,Traffic Violation,Driving on Wrong side,Minor Injury,35.0
3572,Jaipur,Traffic Violation,Driving on Wrong side,Total number of Accidents,61.0
3573,Jaipur,Traffic Violation,Driving on Wrong side,Persons Killed,14.0
3574,Jaipur,Traffic Violation,Driving on Wrong side,Total Injured,60.0
3575,Jaipur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,16.0
3576,Jaipur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,17.0
3577,Jaipur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,49.0
3578,Jaipur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,8.0
3579,Jaipur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,33.0
3580,Jaipur,Traffic Violation,Jumping Red Light,Greviously Injured,4.0
3581,Jaipur,Traffic Violation,Jumping Red Light,Minor Injury,7.0
3582,Jaipur,Traffic Violation,Jumping Red Light,Total number of Accidents,18.0
3583,Jaipur,Traffic Violation,Jumping Red Light,Persons Killed,7.0
3584,Jaipur,Traffic Violation,Jumping Red Light,Total Injured,11.0
3585,Jaipur,Traffic Violation,Others,Greviously Injured,20.0
3586,Jaipur,Traffic Violation,Others,Minor Injury,71.0
3587,Jaipur,Traffic Violation,Others,Total number of Accidents,116.0
3588,Jaipur,Traffic Violation,Others,Persons Killed,32.0
3589,Jaipur,Traffic Violation,Others,Total Injured,91.0
3590,Jaipur,Traffic Violation,Over,Greviously Injured,379.0
3591,Jaipur,Traffic Violation,Over,Minor Injury,993.0
3592,Jaipur,Traffic Violation,Over,Total number of Accidents,1687.0
3593,Jaipur,Traffic Violation,Over,Persons Killed,540.0
3594,Jaipur,Traffic Violation,Over,Total Injured,1372.0
3595,Jaipur,Traffic Violation,Use of Mobile Phone,Greviously Injured,0.0
3596,Jaipur,Traffic Violation,Use of Mobile Phone,Minor Injury,1.0
3597,Jaipur,Traffic Violation,Use of Mobile Phone,Total number of Accidents,9.0
3598,Jaipur,Traffic Violation,Use of Mobile Phone,Persons Killed,5.0
3599,Jaipur,Traffic Violation,Use of Mobile Phone,Total Injured,1.0
3600,Jamshedpur,Traffic Violation,Driving on Wrong side,Greviously Injured,0.0
3601,Jamshedpur,Traffic Violation,Driving on Wrong side,Minor Injury,0.0
3602,Jamshedpur,Traffic Violation,Driving on Wrong side,Total number of Accidents,0.0
3603,Jamshedpur,Traffic Violation,Driving on Wrong side,Persons Killed,0.0
3604,Jamshedpur,Traffic Violation,Driving on Wrong side,Total Injured,0.0
3605,Jamshedpur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,0.0
3606,Jamshedpur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,0.0
3607,Jamshedpur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,0.0
3608,Jamshedpur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,0.0
3609,Jamshedpur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,0.0
3610,Jamshedpur,Traffic Violation,Jumping Red Light,Greviously Injured,0.0
3611,Jamshedpur,Traffic Violation,Jumping Red Light,Minor Injury,0.0
3612,Jamshedpur,Traffic Violation,Jumping Red Light,Total number of Accidents,0.0
3613,Jamshedpur,Traffic Violation,Jumping Red Light,Persons Killed,0.0
3614,Jamshedpur,Traffic Violation,Jumping Red Light,Total Injured,0.0
3615,Jamshedpur,Traffic Violation,Others,Greviously Injured,0.0
3616,Jamshedpur,Traffic Violation,Others,Minor Injury,0.0
3617,Jamshedpur,Traffic Violation,Others,Total number of Accidents,0.0
3618,Jamshedpur,Traffic Violation,Others,Persons Killed,0.0
3619,Jamshedpur,Traffic Violation,Others,Total Injured,0.0
3620,Jamshedpur,Traffic Violation,Over,Greviously Injured,76.0
3621,Jamshedpur,Traffic Violation,Over,Minor Injury,15.0
3622,Jamshedpur,Traffic Violation,Over,Total number of Accidents,119.0
3623,Jamshedpur,Traffic Violation,Over,Persons Killed,47.0
3624,Jamshedpur,Traffic Violation,Over,Total Injured,91.0
3625,Jamshedpur,Traffic Violation,Use of Mobile Phone,Greviously Injured,0.0
3626,Jamshedpur,Traffic Violation,Use of Mobile Phone,Minor Injury,0.0
3627,Jamshedpur,Traffic Violation,Use of Mobile Phone,Total number of Accidents,0.0
3628,Jamshedpur,Traffic Violation,Use of Mobile Phone,Persons Killed,0.0
3629,Jamshedpur,Traffic Violation,Use of Mobile Phone,Total Injured,0.0
3630,Jodhpur,Traffic Violation,Driving on Wrong side,Greviously Injured,1.0
